Initial URL,Processing Time (s),Relevant Link,Relevant Fields,Relevance Reasons,Update Time (s)
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:lLDkS9sB7dAC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains academic publications, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",76.91
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:sRzLl6AghiAC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",77.22
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:7DJsn6tmoAwC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific project, suggesting a connection to a researcher's work, such as a research statement.",78.78
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:rbgNTKsR3fAC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",77.78
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:KgQn5aR88cEC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",77.16
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:n94QCav8jycC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",78.95
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:adgdM4TzidAC,researchStatement,"researchStatement: The URL is from Google Scholar, which often hosts academic papers, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",78.78
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:DV9_XzxHpocC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",78.53
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:TA2J6If_vOcC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",78.88
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:NOsVDcwM7ZYC,researchStatement,"researchStatement: The URL is from Google Scholar, which often hosts academic papers, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",79.31
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:X3EXpuCuTEcC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",79.01
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:ouq6-fJ2VSQC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains academic publications, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",78.87
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:R4LAE1HziJcC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains academic publications, and the display text mentions a specific research topic, suggesting a potential connection to a professor's research statement.",78.49
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:G9rRreC9Hv4C,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",79.94
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:q8yTKY340rsC,researchStatement,"researchStatement: The URL is from Google Scholar, which often contains research papers and citations, and the display text mentions a specific research topic, suggesting a connection to a professor's research statement.",81.78
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=view_citation&hl=en&user=K8vJkTcAAAAJ&citation_for_view=K8vJkTcAAAAJ:iWMWD4ieBCcC,researchStatement,"researchStatement: The display text mentions a specific research topic, and the URL is from Google Scholar, which is a platform for academics to showcase their research, suggesting a possible connection to a professor's research statement.",81.58
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://boli.cs.illinois.edu/,"biography, researchStatement","biography: The URL contains 'boli', which could be an abbreviation for 'Bo Li', suggesting a potential connection to the professor's biography.; researchStatement: The URL contains 'boli', which could be an abbreviation for 'Bo Li', suggesting a potential connection to the professor's research statement.",108.23
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:adversarial_machine_learning,researchStatement,"researchStatement: The URL contains a search query for authors related to adversarial machine learning, and Bo Li is a professor known for her work in this area.",111.08
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:security,researchStatement,"researchStatement: The URL contains 'security' as a search parameter and the display text is 'Security', which could be related to a professor's research statement if they work in the field of security.",97.66
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:privacy,researchStatement,"researchStatement: The URL contains 'citations' and 'authors' which could include research statements, and 'privacy' in both the URL and display text might match a research topic.",102.75
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:big_data,researchStatement,"researchStatement: The URL contains a search query for 'big data' which could be related to a professor's research statement if they work in that field, and the display text also mentions 'Big data'.",97.03
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://scholar.google.com/citations?view_op=search_authors&hl=en&mauthors=label:social_network,researchStatement,"researchStatement: The URL contains 'citations' and 'authors', and the display text 'Social network' could be related to a research topic, including Bo Li's research statement.",108.05
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://cs.illinois.edu/research/systems-and-networking,researchStatement,"researchStatement: The URL contains 'research' and the display text is 'Security', which could be related to a professor's research statement, especially if Bo Li is a professor in the CS department at Illinois.",0.00
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,http://cs.illinois.edu/research/artificial-intelligence,researchStatement,"researchStatement: The URL and display text both mention artificial intelligence, which could be related to a professor's research statement, especially if the professor is involved in AI research like Bo Li.",0.00
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,http://cs.illinois.edu/research/areas/artificial-intelligence,researchStatement,"researchStatement: The URL and display text both mention artificial intelligence, which could be related to a professor's research statement, especially if the professor is involved in AI research like Bo Li.",213.70
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,http://cs.illinois.edu/research/areas/artificial-intelligence#research,researchStatement,"researchStatement: The URL contains 'research' and the display text mentions 'Research Groups/Events', which could be related to a professor's research statement.",214.02
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,http://cs.illinois.edu/about/people/faculty/lbo,"biography, researchStatement","biography: The URL contains 'about' and 'people/faculty', which suggests biographical information, and the display text matches the name of the professor.; researchStatement: The URL contains a faculty member's directory and the display text matches the faculty member's name, suggesting the link may lead to their profile, which could include a research statement.",83.58
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://siebelschool.illinois.edu/news/GNN-safety,researchStatement,"researchStatement: The URL contains 'GNN-safety' which could be related to Graph Neural Networks, a research area, and the display text mentions a grant, which is often related to a professor's research statement.",82.64
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,http://nlp.cs.illinois.edu/,researchStatement,"researchStatement: The URL contains 'nlp' and the display text mentions 'Natural Language Processing', which could be related to a professor's research statement, especially if the professor is involved in NLP research like Bo Li.",82.03
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://cs.illinois.edu/research/areas/security-and-privacy,researchStatement,"researchStatement: The URL and display text suggest a research area, which could be related to a professor's research statement, especially if Bo Li is affiliated with the University of Illinois and works in security and privacy.",85.98
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://cs.illinois.edu/research/areas/security-and-privacy#research,researchStatement,"researchStatement: The URL contains 'research' and the display text mentions 'Research Groups/Events', which could be related to a professor's research statement.",84.71
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,http://csl.illinois.edu/,researchStatement,"researchStatement: The URL and display text suggest a research institution, increasing the likelihood of containing research-related information, including a professor's research statement.",83.27
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,http://iti.illinois.edu/,researchStatement,"researchStatement: The URL and display text suggest a connection to a research institute, increasing the likelihood of containing information about a professor's research statement, including Bo Li's.",81.62
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://www.igb.illinois.edu/research-areas/genomic-security-privacy,researchStatement,"researchStatement: The URL and display text suggest a research area, which could be related to a professor's research statement, especially if Bo Li is affiliated with the Institute for Genomic Biology.",0.00
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://spri.engr.illinois.edu/,researchStatement,"researchStatement: The URL and display text suggest a research group, which may include information about a professor's research statement, including Bo Li's.",82.70
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://cs.illinois.edu/about/people/faculty/lbo,"biography, researchStatement","biography: The URL contains 'about' and 'people/faculty', which suggests a biography or profile page, and the display text matches the name of the professor.; researchStatement: The URL contains a faculty directory path and the display text matches a person's name, suggesting it may lead to a faculty profile page that could include a research statement.",82.72
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://siebelschool.illinois.edu/news/safe-foundation-models,researchStatement,"researchStatement: The URL and display text mention 'foundation models', which could be related to a professor's research, and Bo Li is a professor at the University of Illinois, which matches the domain 'illinois.edu' in the URL.",84.16
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://siebelschool.illinois.edu/news/taking-the-time-to-implement-trust-in-ai,researchStatement,"researchStatement: The URL and display text mention 'AI', which could be related to a professor's research statement, especially if the professor works with AI, such as Bo Li.",121.04
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://siebelschool.illinois.edu/about/people/department-faculty/lbo,"biography, researchStatement","biography: The URL contains 'about' and 'people', and the display text matches the prof's name, suggesting the link may contain biographical information.; researchStatement: The URL contains a faculty directory path and the display text matches a person's name, suggesting the link may lead to a faculty profile page that could include a research statement.",87.10
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://sokcertifiedrobustness.github.io/,researchStatement,"researchStatement: The URL and display text suggest a connection to robustness in Deep Neural Networks, which could be related to a professor's research statement, especially if the professor's name is associated with the domain or the topic.",90.37
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://siebelschool.illinois.edu/news/nsf-supports-new-ai-institute-for-agent-based-cyber-threat-intelligence-and-operation,researchStatement,"researchStatement: The URL and display text mention AI and cyber threat intelligence, which could be related to a professor's research statement, especially if the professor is involved in AI or cybersecurity research, such as Bo Li.",117.34
https://siebelschool.illinois.edu/about/people/all-faculty/lbo,5865.05,https://siebelschool.illinois.edu/news/media-mentions/is-technology-spying-on-you-new-ai-could-prevent-eavesdropping,researchStatement,"researchStatement: The URL and display text mention AI and preventing eavesdropping, which could be related to a professor's research statement, especially if the professor's name is associated with the institution in the URL (siebelschool.illinois.edu) and their research involves AI and security.",89.83
